Column0,Compound,myY,Fit,AbsResidual
113655,Cl1Cu2Sr1,3.3791,4.127849052810671,0.7487490528106706
138686,Cu1Ir2Ni1,8.5243,8.487786028766633,0.03651397123336686
22196,Al1La1Mg2,6.2943,6.515667426967623,0.2213674269676229
203979,La1Te1,8.8909,8.620861179780961,0.2700388202190389
242881,Re2Si1Sr1,6.6524,7.044009273672106,0.3916092736721062
41583,Au1Co2Pt1,5.8193,5.970480190467836,0.15118019046783626
214569,Mn2Pb1Sb1,7.4534,7.728031320381167,0.27463132038116633
100904,Ca4O12Ti4,2.9035,3.1530206840038315,0.24952068400383132
140216,Cu1Mg2Sb1,6.1319,6.366491043806078,0.23459104380607787
106242,Cd1Hg2Mg1,3.0651,3.384572697114946,0.31947269711494597
27460,Al1Ru1Sc1,4.6182,4.893476354885103,0.2752763548851034
23821,Al1Mo1Pb2,7.7385,7.843188203907015,0.10468820390701516
195435,K1Mo1Tc2,6.0799,6.460383975458147,0.38048397545814705
48262,Ba2Ca1O6Re1,4.2004,3.87062662587166,0.3297733741283402
96409,Ca1Ge1In1,4.0345,4.9442646101951615,0.9097646101951611
228797,Ni1Sc1Zn2,4.3406,4.976703026914598,0.636103026914598
242706,Re1Sc2Te1,7.557,7.629850911331179,0.07285091133117838
5750,Ag1Ga1Ti2,5.9035,6.092134840774538,0.18863484077453752
163139,Ga2P1Si1,8.222000000000001,8.3023375061512,0.08033750615119928
94101,Ca1Cd1Sn2,3.9814,4.444218904304506,0.46281890430450634
136587,Cu2Ga1Ti1,7.6886,7.8990685948848745,0.21046859488487435
69196,Be6Mn8O24S2Si6,1.9039,1.987472171735765,0.08357217173576514
83631,B2Mg1Se1,6.5447,6.829026364183428,0.2843263641834284
192080,Ir1Mo1O3,5.9918,5.857172609281542,0.13462739071845764
188651,In1Pb1Sb2,7.5356,7.577094369125368,0.041494369125368635
38200,As2Re1Rh1,7.672000000000001,7.88539747104645,0.21339747104644946
75441,Bi2Cl1Fe1,6.7909,7.1317674422740955,0.3408674422740958
106580,Cd1In1Mn1,4.2410000000000005,4.432871004343035,0.19187100434303428
206009,Li1Os1Se1,5.0225,5.430106786775591,0.4076067867755908
248530,Sr2,1.6874,2.1561237050533313,0.4687237050533313
82682,B1K1Pt1,2.9996,2.8459538114547747,0.15364618854522538
138348,Cu2In2S4,4.6874,4.406206363630297,0.2811936363697036
239448,P1Re2Sn1,8.7069,8.39789420490265,0.3090057950973488
41804,Au1Cr2Sn1,5.9835,6.40182945699692,0.41832945699691937
164220,Ga2Sc1Se1,6.4485,6.771419688796999,0.3229196887969987
133962,Cr1Sb1Y1,5.7936,5.901755517482759,0.10815551748275976
76882,Bi2Fe2O6,5.2139,5.630373928356173,0.41647392835617314
48900,Ba2Ce2N4,5.1373,5.506795358276369,0.36949535827636915
139222,Cu1K1Tc1,1.9725,2.2349842488765734,0.2624842488765735
169268,Ge1Mn1Ti1,6.0552,6.464209631443025,0.40900963144302516
170753,Ge6O18Rb2Ta2,0.3248,0.350734733486177,0.02593473348617703
26809,Al2Pt1Ru1,9.6343,9.172846669483187,0.4614533305168127
24618,Al1Nb1W1,7.5247,7.473432603740694,0.05126739625930643
246089,Sc1Te1V1,5.6247,5.886686829280855,0.2619868292808549
86829,Br4C4Cl4F4H12,-1.7569,-1.7731960618972766,0.016296061897276726
34482,As1Hg1In1,4.0123,4.669599853992464,0.6572998539924644
93420,B1Ta2Tc1,7.0445,7.213663100624086,0.16916310062408613
117801,Cl1Pt2Se1,6.8997,6.853690451002123,0.046009548997877125
205242,Li1Nb2Os1,8.9763,8.827573654270175,0.14872634572982513
157201,F3Sc1Si1,5.0236,4.576979452085497,0.44662054791450334
64831,Be2Co1Li1,3.5137,3.943078137159349,0.429378137159349
93963,Ca1Cd1Ni2,4.3278,4.67062231450081,0.34282231450081024
142322,Cu1Os1V1,5.8805,6.057915689086916,0.1774156890869163
89313,Br2Hf1Hg1,5.2127,5.200089472770693,0.01261052722930689
222813,Na2Sr1Tc1,2.355,2.418793204641344,0.06379320464134386
148594,Fe2Hf1Zr1,4.9664,5.4423420291900655,0.47594202919006534
27557,Al1Ru1V1,5.7509,6.04254248108864,0.29164248108864044
157725,Ga1Ge1Te2,7.3478,7.441032504081728,0.0932325040817279
36001,As1Li1Sb1,3.9819,4.213971687936785,0.2320716879367848
6306,Ag1Hf1Pd1,3.8448,4.016269772720339,0.17146977272033848
20081,Al1Ge1Rh1,6.9741,7.329515741300585,0.3554157413005852
21885,Al2K12Na6Sb8,1.8551,1.9434418358802812,0.08834183588028122
151537,Fe1Ni1Re2,7.1876,7.59791061639786,0.4103106163978598
41496,Au1Co1Cu1,4.2048,4.547283730220797,0.34248373022079726
226885,Ni3O6Te1,5.0479,5.21762658634186,0.16972658634185933
111965,C2Fe2O6,4.4356,3.3589164000988023,1.0766835999011977
245481,Sb20Yb22,3.8376,3.5020487711429613,0.3355512288570388
175178,Hf1K2Mo1,2.8921,3.5823351129531877,0.6902351129531876
35149,As1Ir2Pb1,9.0056,8.9987238632679,0.006876136732099525
94423,Ca2Cl1Te1,6.3962,5.9421074155330675,0.4540925844669328
73683,B1Ge2P1,8.2868,8.390995117330553,0.10419511733055309
158240,Ga1Hg1Mo2,7.3195,7.566464409875872,0.2469644098758721
182927,Hg1Pd1Sn1,3.8021,4.328739350795748,0.5266393507957479
42891,Au1Ga2Y1,6.1428,6.36577108640671,0.2229710864067096
68275,Be1K1Nb1,3.3022,3.728224295663835,0.42602429566383515
136395,Cu1Ga1Pb1,6.1416,6.461858173942568,0.32025817394256784
32691,As2Cu1P6,7.1079,7.141606860065462,0.033706860065461974
118992,Co2Cr4S8,4.853,4.876106626367571,0.023106626367571437
223909,Nb2Os1Zn1,9.3903,9.27034140481949,0.11995859518050977
10824,Ag1Sn1Tc1,4.8848,4.806464360618593,0.07833563938140742
216880,Mn1Tc1V2,7.2265,7.27533340110779,0.048833401107790664
208533,Li2Y1Zn1,1.5287,1.824417954277994,0.29571795427799397
80211,Bi1Nb1Te1,8.135,8.183250098896028,0.048250098896028604
2720,Ag1Br2Cr1,3.0210000000000004,3.7234568466663376,0.7024568466663372
92141,Br1Re2Sb1,9.1965,9.169357800292971,0.027142199707029135
186893,In1Li1Tc1,4.1923,4.5485986104011555,0.3562986104011552
113245,Cl10Cs2Sn4,0.1129,0.003351254916192531,0.10954874508380746
182221,Hg1Nb1Zn2,5.8276,6.1243957890033744,0.2967957890033741
42085,Au1Cu1Sc1,3.9201,4.26518143091202,0.3450814309120198
240973,Pt1Re1Sb1,7.4114,7.859426570796969,0.4480265707969684
59988,B1Br1Cl2,2.2466,2.6047862328529376,0.3581862328529377
36274,As1Mg1Ti1,4.8693,5.182066337537767,0.3127663375377674
229769,Ni2Te1Zr1,8.9341,8.79903954434395,0.13506045565605085
21361,Al2In1Sc1,7.1752,7.273108994913104,0.09790899491310334
67690,Be1In1Nb1,7.1971,7.2444256501197835,0.047325650119783624
50722,Ba1Cu2W1,4.1155,4.6825570704937,0.5670570704936999
19756,Al1Ga1V1,6.246,6.283421673393251,0.03742167339325064
129258,Cr1Ge1Sn2,5.974,6.223241704893114,0.24924170489311415
147818,Fe4Ge2,7.8991,7.998146429824831,0.09904642982483125
38541,As2Ru1Tc1,8.4539,8.431556750869753,0.02234324913024821
86746,Br1Ca1Rh2,5.2476,5.4218968523979205,0.17429685239792025
184921,H12Ni1O9S1,-0.4872,-0.6848352512598024,0.19763525125980236
38545,As1Ru1Te2,8.9328,8.893876285696031,0.03892371430396935
182774,Hg1Pb1Te1,4.6281,4.887892147493364,0.2597921474933642
24616,Al2Nb1V1,8.7733,9.096692520141604,0.3233925201416028
202965,La1Rh1V1,6.0917,6.257462873268129,0.16576287326812889
83486,B1Mg1Ni1,5.8257,6.262851461982729,0.4371514619827286
240157,P1Ru1Zr1,5.7511,6.361822412490847,0.6107224124908468
61029,B1Ca1W1,4.1086,3.9604801326751726,0.1481198673248274
17611,Al4Cu2,7.7461,7.4636577199459095,0.28244228005409067
161468,Ga1Nb1Os1,7.3612,7.787830134963992,0.4266301349639914
42726,Au2Ga1Pd1,6.0934,6.362941673994066,0.26954167399406614
90425,Br1La1Pb1,4.9188,5.626542222309115,0.7077422223091148
39522,Au1Ba2Pt1,3.718,3.5580622634887713,0.15993773651122867
21543,Al1Ir1Mn1,6.5775,6.704931522130968,0.1274315221309683
953,Ag28As4Se24,1.6901,1.7495060843706147,0.05940608437061479
82356,Bi1Ta1V2,7.9575,7.999420976257326,0.041920976257326714
211930,Mg1Sb1W1,5.8507,6.30070065097809,0.4500006509780903
174050,Ge1W2Y1,6.7287,7.043787438058855,0.3150874380588551
76956,Bi1Fe1Rh2,7.9537,8.315205988407136,0.3615059884071359
169366,Ge1Mo1Nb1,7.6199,8.079330197525026,0.4594301975250259
174055,Ge1W1Zn1,5.6202,5.5805738498687765,0.03962615013122317
120278,Co2Ga1Sb1,8.5682,8.73996472053528,0.1717647205352808
119053,Co1Cr1Te2,7.6257,7.754131288623812,0.12843128862381192
213024,Mn1Mo1Ni2,7.6836,7.76061292190552,0.07701292190551978
44065,Au1K1Sc1,2.2639,2.5949851321220416,0.3310851321220416
143391,Cu1Pt1Y1,4.0682,4.187151762294771,0.11895176229477133
4255,Ag2Co1Ga1,5.3634,5.743231788253786,0.37983178825378605
162428,Ga1Os1V1,6.2941,6.474000648736956,0.17990064873695566
191841,Ir1Mg1Ta2,6.2906,6.821717889070513,0.5311178890705124
148998,Fe1Ir1K1,2.6802,2.9645955307960525,0.2843955307960524
214345,Mn1Os1Sn1,5.2262,5.551370199728014,0.32517019972801364
62140,B2Co1Re1,8.4028,8.935282911252978,0.5324829112529788
50425,Ba2Cu1O6U1,3.6705,3.7697700726509114,0.09927007265091126
10303,Ag2Ru1W1,5.3232,5.805156191349031,0.4819561913490311
62395,B1Cr1Ru1,6.2032,6.605573367643358,0.4023733676433583
23231,Al8Mg4S16,3.7436,4.002221528339388,0.258621528339388
217362,Mo1Nb1Ni1,7.1758,7.503321927595141,0.3275219275951411
127825,Cr1Cu1Rh1,5.1131,5.3057699422359486,0.19266994223594835
136232,Cu1Ga1Hf2,5.7751,6.195163366317751,0.4200633663177511
126352,Co10Sc8Si20,7.7271,7.170578591156008,0.5565214088439925
222065,Na1Ru2Se1,7.1183,7.273050510978701,0.15475051097870107
82439,Bi2Te1V1,7.5021,7.656096081066134,0.1539960810661336
201401,La1Os1Pb1,7.3466,7.41001585197449,0.06341585197449007
146511,Er1Li1Se2,2.1669,2.182404166817667,0.015504166817666754
234221,O4Ti2,3.2619,3.350276911306383,0.08837691130638303
249211,Ta2Y1Zr1,4.5969999999999995,4.938494867563249,0.34149486756324965
157039,F14Pb2Ta2,-0.6204,-1.339692973232268,0.719292973232268
206975,Li2Pt1Se1,4.1524,4.839334348440172,0.6869343484401718
223285,Nb20Ni4,10.839,9.961145571231844,0.8778544287681562
66918,Be2Ge1Ni1,8.9681,8.488040131378176,0.48005986862182404
198833,K1Sr1Ti2,2.5131,2.6679811490058913,0.15488114900589123
69890,Be2Nb1Rh1,7.3279,7.880392052936556,0.5524920529365565
51846,Ba1Ga1Zn1,2.1787,2.458148859119417,0.27944885911941686
162086,Ga8Ni2Yb2,6.2938,6.158602840566637,0.1351971594333632
71639,B2Er2Ni8,6.6092,6.470862683153155,0.13833731684684558
189329,In1Pt2Sn1,8.2247,8.253493337488177,0.028793337488176363
239521,P1Rh1Sc1,5.0305,5.530152631664278,0.4996526316642784
73258,B1Ga2Ni1,8.5357,8.724163974809649,0.1884639748096486
54127,Ba4Li8O28P8,1.9525,0.9526523947000518,0.9998476052999481
103950,Cd2Cl12K8,-1.3405,-1.3922720469474779,0.051772046947477834
185654,I10In2Pb4,3.1721,3.218809060144426,0.04670906014442622
201081,La1Ni1Re1,6.8377,7.155221516656877,0.31752151665687744
84024,B1Mo1Os2,8.3668,8.586569427347186,0.2197694273471864
19322,Al2F12Li2Yb2,2.3352,0.8745844090223327,1.4606155909776672
55863,Ba1O3Os1,5.1733,5.084482867956163,0.0888171320438369
37176,As8O12,-0.3953,-0.04935991182327128,0.3459400881767287
202603,La2Pt1W1,8.061,8.503584757804873,0.44258475780487316
89775,B2Rh1Sr1,4.5459,4.800648234176638,0.2547482341766383
217121,Mn2Y1Zr1,4.3522,4.627007416248324,0.27480741624832383
202452,La1Pt1Re1,6.2804,6.6211764780044575,0.3407764780044573
197673,K1Re1Rh1,3.1771,3.4313013607025162,0.2542013607025164
18915,Al2Fe1Pb1,7.3887,7.621889029502871,0.23318902950287068
83418,B1Li1Tl1,4.8711,5.369049559259417,0.49794955925941675
208939,Mg1Mn2Zr1,4.5771,5.021003598880769,0.4439035988807696
163079,Ga1P1Ru1,7.5301,7.808547564554217,0.2784475645542166
223906,Nb1Os1Zn2,7.0864,7.540745595550539,0.45434559555053866
153951,Fe1Sb1Si2,9.6217,9.50789306292534,0.11380693707465994
23265,Al1Mg1Si1,5.7268,5.841121794319155,0.11432179431915479
100468,Ca1O2,2.842,1.9470698565006272,0.8949301434993728
87818,Br2Cu1Ga1,3.1735,4.105576757240297,0.932076757240297
182768,Hg1Pb1Tc2,7.5116,7.654886068630221,0.1432860686302213
26337,Al2Pd1Zr1,6.7044,7.122708482503893,0.4183084825038934
241729,Pt1Tc2W1,7.8704,8.061615615463259,0.19121561546325871
115813,Cl1K2Tl1,2.2046,2.177746627283098,0.026853372716902246
110193,Cd1Sb2Ti1,6.6786,6.813915325546267,0.13531532554626668
166024,Ge1Hf1Sc2,5.6613,6.061850246191026,0.40055024619102664
180048,Hf2Te1Tl1,6.9924,7.182440746402743,0.19004074640274293
103356,C8Cd4H8O16,-1.2655,-0.6145496622323976,0.6509503377676025
176029,Hf1Mg1Si1,4.5602,4.869231739044191,0.30903173904419123
120313,Co1Ga2Sn1,7.0086,7.377660119438174,0.3690601194381733
72215,Be1Si1Tl2,6.0284,6.379395826435091,0.3509958264350903
126063,Co1Ru2Te1,9.6875,9.545548649930955,0.14195135006904458
238695,P1Pd2Sb1,7.6925,7.892397392988207,0.1998973929882073
175391,Hf1K2Y1,1.5367,1.8964530196189897,0.35975301961898976
137508,Cu1Hf2Sr1,4.5415,5.0075321270942705,0.46603212709427044
235228,Pb3Pd3Y3,5.6992,6.084473445367815,0.3852734453678144
156168,F8K4O8P4,-1.3855,-0.8399790124177919,0.545520987582208
105571,Cd2Ge4Ho4,5.0184,4.953051317167284,0.06534868283271589
128572,Cr1F3P1,3.5845,3.044698354053499,0.5398016459465009
247342,Si1Sn1Ta2,6.9897,7.2724717216968555,0.2827717216968555
244412,Ru1Se1W1,6.4255,6.941434502792361,0.5159345027923603
39975,Au1Bi2Ga1,7.1412,7.401816001033785,0.26061600103378435
151451,Fe1Ni3,7.3408,7.104479645156863,0.23632035484313718
36057,As1Li1Tl1,3.7694,3.9618111463546772,0.19241114635467715
157149,F3Re1Sn1,1.8951,2.084327617168428,0.18922761716842795
113155,Cl1Cr1Sn2,4.8502,5.365524389696123,0.515324389696123
3313,Ag1Ca1Cu1,2.9277,2.9535340004444137,0.02583400044441353
38996,As1Si1V2,8.0531,8.468635565280916,0.4155355652809156
54122,Ba16Li4N28W8,2.3727,2.7811415120124834,0.40844151201248335
103643,C16Co4K4O16,-1.5506,-1.7999302783250797,0.2493302783250797
173065,Ge1Sc1Zr2,5.4858,5.997011729812624,0.511211729812624
143467,Cu2P1Y1,6.3752,6.721002503967287,0.3458025039672865
78531,Bi2Ir1Mo1,9.2972,9.496430211782458,0.19923021178245826
146839,Er2Si2Ti2,5.1575,5.159919076585772,0.0024190765857721175
70889,Be1Pd1V1,3.7711,4.263856467294695,0.4927564672946949
47680,Ba2Br1Cu1,3.7432,3.5590706071853653,0.18412939281463458
3042,Ag1Br1Ta2,6.4603,6.5903897282600425,0.1300897282600424
113248,Cl6Cs2Sn1,-1.0217,-0.8269623036384569,0.19473769636154314
221810,Na1Re1Tc2,6.5306,6.955523080921175,0.42492308092117526
126498,Co2Se2,4.1319,3.894568738603594,0.23733126139640603
32373,As1Cr1Se1,5.8254,5.982150760412218,0.15675076041221825
215484,Mn1P1W1,7.568,8.07449418115616,0.5064941811561603
73497,B1Ga1Zr2,5.8493,6.436127259492876,0.5868272594928756
8762,Ag1Ni1Rh1,3.4224,3.9225603596210497,0.5001603596210495
195932,K2Nb2Se4,5.6772,4.735773417425158,0.9414265825748425
70713,Be1Pb1W2,7.7442,7.863655564260485,0.11945556426048487
219176,Mo1Ru1W2,8.0646,8.02837254047394,0.0362274595260601
77720,Bi1Ge2Nb1,8.9984,9.09937874774933,0.10097874774933047
105405,Cd1Ga1Se1,3.0609,3.9006107340335863,0.8397107340335861
133619,Cr1Rh1Sb1,6.4868,6.967893441390993,0.4810934413909935
195378,K1Mo2Sc1,4.1608,4.7714445840358755,0.6106445840358754
239331,P1Pt2Zr1,7.2972,7.348597637414934,0.05139763741493386
94049,Ca2Cd1Rh1,3.8194,4.0012474683284776,0.18184746832847765
78918,Bi1La2Mo1,8.3939,8.641574575996401,0.24767457599640075
186993,In2Mg1Os1,8.4324,8.357657258033754,0.07474274196624542
40426,Au1Br1Ru1,4.442,4.886524833440783,0.44452483344078253
122478,Co1La1Mo1,6.8884,7.056841455554964,0.16844145555496404
239347,Pr1,3.4988,5.187110072708132,1.6883100727081315
21218,Al1In2Mg1,6.3939,6.781620093631746,0.38772009363174575
169624,Ge2Na1Nb1,7.7334,7.947257340145113,0.21385734014511382
1207,Ag1Au1Ga2,6.1342,6.504857982540132,0.3706579825401324
54528,Ba1Mg1Sb2,4.8798,5.21116915330887,0.33136915330887007
166848,Ge2In1Si1,7.8341,7.947571943378451,0.11347194337845057
234874,O4Zr2,2.8584,2.9209947493553177,0.06259474935531761
237547,Pd1Se1Sn1,4.7039,5.190197621107103,0.48629762110710306
76377,Bi8Cu4O16,5.2158,5.22086538629532,0.005065386295320273
33456,As1Ga1In1,5.1285,5.696726976966859,0.5682269769668595
179021,Hf1Ru1Sc1,4.4441,4.641735284280779,0.19763528428077937
129616,Cr1Hf1Zr1,3.7385,4.227590377902986,0.48909037790298626
114936,Cl1Hf2Ru1,6.4144,6.665975171756746,0.2515751717567465
148116,Fe2Ge1Se1,7.6389,7.888886340236666,0.24998634023666622
58826,B1Ba1Be2,3.4934,3.7736058120727556,0.28020581207275574
106512,Cd4H24N4O20P4,0.0548,-0.14220618271827556,0.19700618271827558
209244,Mg1Na2P1,4.1001,3.865609107637407,0.23449089236259324
119020,Co2Cr1Se1,7.7568,7.888821806240084,0.13202180624008353
213028,Mn2Mo1Ni1,7.2046,7.199630989742281,0.00496901025771912
240991,Pt1Re1Si1,6.6633,6.978420549583437,0.3151205495834377
34539,As2Hg1Pd1,4.9639999999999995,5.289741310834886,0.32574131083488655
171190,Ge1Pb2Ti1,7.0354,7.236768288087847,0.20136828808784646
169528,Ge1Mo2Tc1,9.1791,9.2554461517334,0.07634615173340009
212024,Mg1Sc1Te1,4.9873,5.440829513645174,0.453529513645174
74049,B1Hf1Sb1,5.7355,6.269488380193712,0.533988380193712
54050,Ba1La2Zn1,5.497999999999999,5.933530444049837,0.43553044404983776
246941,Se4Ti4,4.6194,4.0142127515792865,0.6051872484207133
206550,Li1Pd1Ti1,2.957,3.2533226481914537,0.2963226481914538
93226,B1Se1Zr1,4.9893,5.419333642721178,0.4300336427211775
72313,Be1Sr1Tc1,2.1254,2.2903725681304947,0.16497256813049477
222076,Na2Ru1Si1,3.9553,4.555316196107866,0.6000161961078665
82491,Bi1Ti2Zn1,5.2851,5.827791490650179,0.5426914906501787
19193,Al20Fe4Y2,7.5323,7.501946546792986,0.030353453207013992
126511,Co9Se8,4.3215,4.338808670949938,0.017308670949937266
33952,As1Ge2Nb1,8.9589,9.090130219364168,0.13123021936416812
79235,Bi2Li1Tl1,5.6084,5.969340762090685,0.36094076209068504
212784,Mg1Ti1W2,5.9879,6.18330322775841,0.19540322775841013
188840,In1Pd2Rh1,6.3804,6.81530280647278,0.43490280647278023
6963,Ag1In1Sb1,5.8454,6.217524396133425,0.3721243961334251
175635,Hf1La1Zn1,4.9424,5.292925660228731,0.35052566022873055
214880,Mn1Pd1Y1,2.8559,3.313188013458254,0.45728801345825376
112727,C8K5N8Nb1,1.3,1.3078848206043259,0.007884820604325826
30804,As1Br1Tc1,5.7589999999999995,6.60188686308861,0.8428868630886104
172677,Ge4Ru4Tb4,6.3038,6.127128400421144,0.1766715995788557
5940,Ag1Ge1Nb1,6.3955,6.783302010917666,0.38780201091766564
14678,Al1B1Y1,5.3738,5.181866685485842,0.1919333145141584
177959,Hf1Pb1V1,4.9118,5.187218973827364,0.2754189738273638
133715,Cr1Rh1Tl2,7.699,7.893081050014498,0.19408105001449805
81403,Bi1Pt1Sr2,5.5393,5.323774927282336,0.2155250727176643
52763,Ba1Hg1Ru1,1.5619,1.9681422230720536,0.4062422230720535
110576,Cd2Si1Zn1,3.6866,4.271445261955263,0.5848452619552629
172423,Ge1Rh1Sc2,7.2872,7.164266359615328,0.12293364038467214
119659,Co1Fe2Ir1,7.2845,7.3544944313526175,0.06999443135261707
194856,K1Mg2Te1,3.5706,3.6811427117824573,0.11054271178245711
205571,Li4Ni24Sb4,7.9197,7.526126628637316,0.39357337136268367
235252,Pb3Pr1,7.8891,7.546690789985659,0.342409210014341
12663,Al1Ba1Sr1,2.0422,2.3489734704017655,0.3067734704017657
161609,Ga1Nb1Ta1,6.346,6.675253950452807,0.3292539504528067
131095,Cr1Mg2Rh1,4.8718,5.342461552667619,0.470661552667619
8350,Ag1Na1Nb2,6.6891,7.195928351688387,0.5068283516883874
30643,As1Br1Nb1,7.5568,7.39667748155594,0.16012251844405956
55396,Ba1Na1Zr1,0.9448,1.2496257468462006,0.3048257468462007
232130,O6Si3,0.7879999999999999,0.7505420008420959,0.03745799915790404
194745,K1Mg2Pt1,3.1872,3.5810605665206925,0.3938605665206927
21593,Al1Ir1Os1,6.8579,7.781729655599596,0.9238296555995964
203057,La1Ru1Si1,7.2733,7.538250953245165,0.26495095324516527
6565,Ag1Hg2Ni1,4.186,4.62784635820389,0.4418463582038896
82297,Bi4Sn1Te7,5.2571,5.492714846897127,0.23561484689712664
66754,Be1Ga2V1,7.5804,7.70631361384392,0.1259136138439203
105364,Cd2Ga1Rh1,4.7643,5.289628376340868,0.5253283763408678
191411,Ir1La1Sb2,9.4894,9.491204974746706,0.0018049747467063781
167666,Ge2K1Ti1,5.1311,5.498107468986513,0.3670074689865128
65326,Be1Cr1Pd1,4.0979,4.40257834300995,0.3046783430099502
67890,Be1In1W1,6.8531,7.053163017749788,0.20006301774978752
152326,Fe4O8Zn2,4.6379,4.184314283132555,0.45358571686744487
143566,Cu2Re1Ru1,7.3603,7.678102173900606,0.3178021739006063
188530,In1Os1Tc2,8.7876,9.002716904306414,0.21511690430641472
94634,Ca1Co2Re1,5.2709,5.744826987981798,0.4739269879817982
248029,Si6V3,9.7708,9.719409286785128,0.05139071321487165
38481,As1Ru2Sc1,7.3615,7.639575377941133,0.2780753779411329
147201,Fe1,5.0323,5.174296041011812,0.1419960410118115
120682,Co1Ge1Mg2,5.846,6.146774969005587,0.30077496900558653
121883,Co1In2Ni1,9.1841,9.269633547544482,0.08553354754448073
196813,K1Pb1Sn1,2.875,2.8565131866455094,0.01848681335449065
120416,Co1Ga12U4,8.693999999999999,8.476651897668841,0.2173481023311581
112974,Cl1Co1Te2,7.6152,7.995694137954714,0.380494137954714
62672,B1Cu2Os1,7.9858,8.409353022670748,0.423553022670748
37679,As1Pb1Y2,4.5479,5.069545264434816,0.5216452644348157
137061,Cu1Ge1Si1,7.1373,7.313630294704439,0.17633029470443962
154986,Fe1Sn1Tl2,5.7881,6.119168535280229,0.33106853528022917
118628,C2Na4O6,1.0872,1.033679869127275,0.05352013087272489
209611,Mg1Nb1Tl1,5.9125,6.338622440719607,0.4261224407196069
83422,B1Li2Tl1,4.6562,5.394810724020006,0.7386107240200062
33945,As2Ge1Na1,4.8853,5.380385359096529,0.49508535909652895
25328,Al4O6,5.7989999999999995,5.989826272630693,0.19082627263069352
146768,Er2Rh6Si4,7.1158,6.98756824359894,0.12823175640106044
218099,Mo2P4,9.042,8.339059366893771,0.7029406331062287
129872,Cr1In1Rh2,7.5884,7.735323661994936,0.14692366199493634
224414,Nb4P8S32,2.6839999999999997,2.8701661602973956,0.18616616029739586
61249,B1Cd2Ru1,5.0045,5.1218803189754505,0.11738031897545032
240435,P1Se2Ti1,7.0411,7.355282956123354,0.31418295612335356
8839,Ag8N8O24,-0.3972,-0.44022821230888226,0.04302821230888226
82691,B4K2Pt1,3.29,3.2155561433792132,0.07444385662078679
65776,Be1Cu1Se2,5.9183,6.209264044570925,0.2909640445709245
145434,Cu2Tl1V1,7.1528,7.557038413000109,0.4042384130001091
198153,K1Sb1Se1,2.4449,2.574370553588869,0.12947055358886894
39885,Au1Be1V1,4.7963,5.157216715478899,0.3609167154788997
132559,Cr1Os2Y1,6.0303,6.457576746606828,0.4272767466068279
202078,La2Pd1Zr1,7.8622,8.084043195962908,0.2218431959629079
88530,Br4F32Sb4,-2.3457,-2.2756476758480058,0.07005232415199414
219505,Mo6Si2,9.3781,9.248974601888658,0.12912539811134138
247798,Si1Te1W2,9.8478,9.420606799173358,0.4271932008266415
192822,Ir2Pb1Sr1,6.687,6.966764096450808,0.27976409645080746
76731,Bi2Fe1In1,7.2031,7.36466660256386,0.1615666025638598
47995,Ba1Br1Tc1,2.8814,3.1999368995189683,0.31853689951896813
81662,Bi1Rh1Sn1,5.5631,5.97580827856064,0.41270827856063974
98123,Ca1Ir1Sc2,5.2663,5.490000385665895,0.22370038566589479
170319,Ge2Ni2Pr1,7.7406,7.72190462408066,0.01869537591933934
222493,Na1Se1Ti2,6.353,6.522237794494631,0.16923779449463083
125398,Co3P3Sn3,8.0854,7.92391015019417,0.1614898498058297
132954,Cr1Pd2Sn1,5.8633,6.2788478263855,0.4155478263855006
51823,Ba1Ga2V1,4.294,4.9118483770370505,0.6178483770370509
19151,Al8Fe4U1,7.8634,7.798837214756014,0.06456278524398673
146234,Er2Fe4,3.9504,4.28680636982918,0.33640636982917993
40747,Au4Ca2O8,2.1402,1.7038402150392549,0.43635978496074523
48947,Ba1Cl1Co2,4.3059,4.44403135237694,0.13813135237693963
42651,Au1Ga40Mo8,7.5793,7.184352566051485,0.3949474339485146
29153,As1Au1Mn1,4.9235,4.51502883205414,0.40847116794585947
158617,Ga1In1Mo1,7.6954,7.685418715763094,0.009981284236905807
28234,Al1Sn1Tl2,5.8807,6.183091475582125,0.30239147558212487
186516,In1La1Ni1,7.265,7.6127615023613,0.3477615023613003
191485,Ir1La2V1,9.2886,9.362518135499956,0.07391813549995518
48719,Ba1Cd2Rh1,2.7945,3.048517959976198,0.2540179599761978
219451,Mo1Se1Y2,5.3888,5.9400846780776995,0.5512846780776997
29841,As1Be1Br2,3.7639,4.4230013362407705,0.6591013362407705
215815,Mn1Rh1Tl2,7.7356,7.838602256774904,0.10300225677490449
81322,Bi1P2Te1,8.0437,8.273964731216433,0.2302647312164332
83280,B4Li8P12,6.7010000000000005,6.3672089845180535,0.333791015481947
97886,Ca1In1Y1,3.1527,3.3219505201816575,0.16925052018165765
107130,Cd1K1Sb1,2.3428,2.437362862157823,0.09456286215782317
95041,Ca4Cu4Ge8O24,3.4436,3.4261910748481768,0.01740892515182324
187552,In5Na24O15,4.3875,3.030307272815706,1.357192727184294
40343,Au1Br1Nb2,9.8476,10.09015306377411,0.24255306377411046
53201,Ba1In1Ru2,5.6769,5.789046892452242,0.11214689245224196
18443,Al1Cu2Zr1,6.7774,6.982222005319597,0.20482200531959727
186415,In1K1Te2,4.5268,4.342430641508104,0.18436935849189595
