,Compound
241919,P1V1Zn2
241920,P1V2Zn1
241921,P1V2Zn1
241922,P2V1Zn1
241923,P2V1Zn1
241924,P4W12
241925,P4W2
241926,P4W2
241927,P4W2
241928,P4W2
241929,P4W2
241930,P4W4
241931,P4W4
241932,P4W4
241933,P4W4
241934,P1W1Y1
241935,P1W1Y1
241936,P1W1Y1
241937,P1W1Y2
241938,P1W1Y2
241939,P1W2Y1
241940,P1W2Y1
241941,P24W4Y8
241942,P2W1Y1
241943,P2W1Y1
241944,P1W1Zn1
241945,P1W1Zn1
241946,P1W1Zn1
241947,P1W1Zn2
241948,P1W1Zn2
241949,P1W2Zn1
241950,P1W2Zn1
241951,P2W1Zn1
241952,P2W1Zn1
241953,P8W2Zn2
241954,P8W2Zn2
241955,P8W2Zn2
241956,P8W2Zn2
241957,P8W2Zn2
241958,P8W2Zn2
241959,P8W2Zn2
241960,P8W2Zn2
241961,P8W2Zn2
241962,P8W2Zn2
241963,P8W2Zn2
241964,P8W2Zn2
241965,P8W2Zn2
241966,P8W2Zn2
241967,P8W2Zn2
241968,P8W2Zn2
241969,P8W2Zn2
241970,P8W2Zn2
241971,P8W2Zn2
241972,P1W1Zr1
241973,P1W1Zr1
241974,P1W1Zr1
241975,P1W1Zr2
241976,P1W1Zr2
241977,P1W2Zr1
241978,P1W2Zr1
241979,P2W1Zr1
241980,P2W1Zr1
241981,P32W8Zr4
241982,P10Yb2
241983,P1Yb1
241984,P1Yb1
241985,P1Yb1
241986,P20Yb4
241987,P2Yb1Zn2
241988,P2Yb1Zn2
241989,P1Y1Zn1
241990,P1Y1Zn1
241991,P1Y1Zn1
241992,P1Y1Zn2
241993,P1Y1Zn2
241994,P1Y2Zn1
241995,P1Y2Zn1
241996,P2Y1Zn1
241997,P2Y1Zn1
241998,P2Y1Zn2
241999,P2Y1Zn2
242000,P2Y1Zn2
242001,P2Y1Zn2
242002,P2Y2Zn2
242003,P2Y2Zn2
242004,P2Y2Zn2
242005,P2Y2Zn2
242006,P2Y2Zn2
242007,P3Y3Zn3
242008,P4Y4Zn4
242009,P4Y4Zn4
242010,P4Y4Zn4
242011,P4Y4Zn4
242012,P1Y1Zr1
242013,P1Y1Zr1
242014,P1Y1Zr1
242015,P1Y1Zr2
242016,P1Y1Zr2
242017,P1Y2Zr1
242018,P1Y2Zr1
242019,P2Y1Zr1
242020,P2Y1Zr1
242021,Rb1
242022,Rb1
242023,Rb1
242024,Rb1
242025,Rb1
242026,Rb1
242027,Rb1
242028,Rb1
242029,Rb1
242030,Rb1
242031,Rb1
242032,Rb2
242033,Rb2
242034,Rb2
242035,Rb2
242036,Rb2
242037,Rb2
242038,Rb2
242039,Rb2
242040,Rb26
242041,Rb4
242042,Rb4
242043,Rb4
242044,Rb6
242045,Rb8
242046,Rb8
242047,Rb8Re12S24
242048,Rb8Re12S24
242049,Rb8Re12S26
242050,Rb8Re12Se24
242051,Rb2S1
242052,Rb2S2
242053,Rb4S2
242054,Rb4S6
242055,Rb6S6
242056,Rb8S20
242057,Rb8S4
242058,Rb12Sb4Se12
242059,Rb12Sb4Se16
242060,Rb1Sb1Se2
242061,Rb1Sb2Se1
242062,Rb2Sb1Se1
242063,Rb2Sb4Se8
242064,Rb4Sb12Se20
242065,Rb4Sb4Se8
242066,Rb4Sb8Zn10
242067,Rb1Sc5Te8
242068,Rb2Se1
242069,Rb2Se1
242070,Rb4Se6
242071,Rb4Se6
242072,Rb6Se6
242073,Rb8Se20
242074,Rb1Se2Sm1
242075,Rb1Se1Sn2
242076,Rb1Se2Sn1
242077,Rb2Se1Sn1
242078,Rb4Se10Sn4
242079,Rb4Se6Sn2
242080,Rb1Se2Tb1
242081,Rb8Se24Tc12
242082,Rb2Se4Te1
242083,Rb1Se6Th2
242084,Rb8Se60Th28
242085,Rb1Se8Ti5
242086,Rb1Se8V5
242087,Rb8Se16W4
242088,Rb1Se1Zn2
242089,Rb1Se2Zn1
242090,Rb2Se1Zn1
242091,Rb16Si16
242092,Rb32Si32
242093,Rb32Si32
242094,Rb32Si32
242095,Rb32Si32
242096,Rb1Sm1Te2
242097,Rb16Sn16
242098,Rb16Sn16
242099,Rb1Sn1Te2
242100,Rb1Sn2Te1
242101,Rb2Sn1Te1
242102,Rb4Sn2Te10
242103,Rb12S16Sb4
242104,Rb4S8Sb4
242105,Rb4S8Sb4
242106,Rb1S8Sb1U2
242107,Rb4S6Si2
242108,Rb1S2Sm1
242109,Rb16S64Sn16
242110,Rb1S1Sn2
242111,Rb1S2Sn1
242112,Rb1S2Sn1
242113,Rb1S2Sn1
242114,Rb24S28Sn8
242115,Rb2S1Sn1
242116,Rb32S32Sn8
242117,Rb8S32Sn8
242118,Rb12S16Ta4
242119,Rb1S2Tb1
242120,Rb8S26Tc12
242121,Rb1S2Ti1
242122,Rb8S28Ti6
242123,Rb8S28Ti6
242124,Rb12S16V4
242125,Rb1S8V5
242126,Rb1S8V5
242127,Rb8S16W4
242128,Rb8S16W4
242129,Rb1S2Yb1
242130,Rb4S8Zn6
242131,Rb16S32Zr8
242132,Rb2Te1
242133,Rb2Te1
242134,Rb2Te1
242135,Rb2Te1
242136,Rb2Te1
242137,Rb2Te1
242138,Rb2Te1
242139,Rb2Te1
242140,Rb2Te1
242141,Rb2Te1
242142,Rb2Te12
242143,Rb2Te5
242144,Rb4Te2
242145,Rb4Te2
242146,Rb4Te2
242147,Rb4Te2
242148,Rb4Te2
242149,Rb4Te2
242150,Rb4Te2
242151,Rb4Te2
242152,Rb4Te2
242153,Rb4Te2
242154,Rb4Te2
242155,Rb4Te2
242156,Rb4Te2
242157,Rb4Te2
242158,Rb4Te2
242159,Rb4Te2
242160,Rb4Te2
242161,Rb4Te2
242162,Rb4Te2
242163,Rb4Te2
242164,Rb4Te4
242165,Rb6Te6
242166,Rb8Te12
242167,Rb8Te12
242168,Rb8Te4
242169,Rb8Te4
242170,Rb8Te4
242171,Rb8Te4
242172,Rb8Te4
242173,Rb8Te4
242174,Rb8Te4
242175,Rb8Te4
242176,Rb8Te4
242177,Rb8Te4
242178,Rb8Te4
242179,Rb8Te4
242180,Rb8Te4
242181,Rb8Te4
242182,Rb8Te4
242183,Rb8Te4
242184,Rb2Te4Y2
242185,Rb1Te1Zn2
242186,Rb1Te2Zn1
242187,Rb2Te1Zn1
242188,Rb8Te12Zr4
242189,Rb8Te32Zr6
242190,Rb2Zn26
242191,Rb2Zn26
242192,Re1
242193,Re1
242194,Re1
242195,Re1
242196,Re1
242197,Re1
242198,Re1
242199,Re1
242200,Re1
242201,Re1
242202,Re2
242203,Re2
242204,Re2
242205,Re2
242206,Re2
242207,Re2
242208,Re2
242209,Re2
242210,Re2
242211,Re2
242212,Re2
242213,Re2
242214,Re2
242215,Re2
242216,Re2
242217,Re2
242218,Re2
242219,Re2
242220,Re2
242221,Re2
242222,Re2
242223,Re2
242224,Re3
242225,Re1Rh1Ru1
242226,Re1Rh1Ru1
242227,Re1Rh1Ru1
242228,Re1Rh1Ru2
242229,Re1Rh1Ru2
242230,Re1Rh2Ru1
242231,Re1Rh2Ru1
242232,Re2Rh1Ru1
242233,Re2Rh1Ru1
242234,Re1Rh1Sb1
242235,Re1Rh1Sb1
242236,Re1Rh1Sb1
242237,Re1Rh1Sb2
242238,Re1Rh1Sb2
242239,Re1Rh2Sb1
242240,Re1Rh2Sb1
242241,Re2Rh1Sb1
242242,Re2Rh1Sb1
242243,Re1Rh1Sc1
242244,Re1Rh1Sc1
242245,Re1Rh1Sc1
242246,Re1Rh1Sc2
242247,Re1Rh1Sc2
242248,Re1Rh2Sc1
242249,Re1Rh2Sc1
242250,Re2Rh1Sc1
242251,Re2Rh1Sc1
242252,Re1Rh1Se1
242253,Re1Rh1Se1
242254,Re1Rh1Se1
242255,Re1Rh1Se2
242256,Re1Rh1Se2
242257,Re1Rh2Se1
242258,Re1Rh2Se1
242259,Re2Rh1Se1
242260,Re2Rh1Se1
242261,Re1Rh1Si1
242262,Re1Rh1Si1
242263,Re1Rh1Si1
242264,Re1Rh1Si2
242265,Re1Rh1Si2
242266,Re1Rh2Si1
242267,Re1Rh2Si1
242268,Re2Rh1Si1
242269,Re2Rh1Si1
242270,Re1Rh1Sn1
242271,Re1Rh1Sn1
242272,Re1Rh1Sn1
242273,Re1Rh1Sn2
242274,Re1Rh1Sn2
242275,Re1Rh2Sn1
242276,Re1Rh2Sn1
242277,Re2Rh1Sn1
242278,Re2Rh1Sn1
242279,Re1Rh1Sr1
242280,Re1Rh1Sr1
242281,Re1Rh1Sr1
242282,Re1Rh1Sr2
242283,Re1Rh1Sr2
242284,Re1Rh2Sr1
242285,Re1Rh2Sr1
242286,Re2Rh1Sr1
242287,Re2Rh1Sr1
242288,Re1Rh1Ta1
242289,Re1Rh1Ta1
242290,Re1Rh1Ta1
242291,Re1Rh1Ta2
242292,Re1Rh1Ta2
242293,Re1Rh2Ta1
242294,Re1Rh2Ta1
242295,Re2Rh1Ta1
242296,Re2Rh1Ta1
242297,Re1Rh1Tc1
242298,Re1Rh1Tc1
242299,Re1Rh1Tc1
242300,Re1Rh1Tc2
242301,Re1Rh1Tc2
242302,Re1Rh2Tc1
242303,Re1Rh2Tc1
242304,Re2Rh1Tc1
242305,Re2Rh1Tc1
242306,Re1Rh1Te1
242307,Re1Rh1Te1
242308,Re1Rh1Te1
242309,Re1Rh1Te2
242310,Re1Rh1Te2
242311,Re1Rh2Te1
242312,Re1Rh2Te1
242313,Re2Rh1Te1
242314,Re2Rh1Te1
242315,Re1Rh1Ti1
242316,Re1Rh1Ti1
242317,Re1Rh1Ti1
242318,Re1Rh1Ti2
242319,Re1Rh1Ti2
242320,Re1Rh2Ti1
242321,Re1Rh2Ti1
242322,Re2Rh1Ti1
242323,Re2Rh1Ti1
242324,Re1Rh1Tl1
242325,Re1Rh1Tl1
242326,Re1Rh1Tl1
242327,Re1Rh1Tl2
242328,Re1Rh1Tl2
242329,Re1Rh2Tl1
242330,Re1Rh2Tl1
242331,Re2Rh1Tl1
242332,Re2Rh1Tl1
242333,Re1Rh1V1
242334,Re1Rh1V1
242335,Re1Rh1V1
242336,Re1Rh1V2
242337,Re1Rh1V2
242338,Re1Rh2V1
242339,Re1Rh2V1
242340,Re2Rh1V1
242341,Re2Rh1V1
242342,Re1Rh1W1
242343,Re1Rh1W1
242344,Re1Rh1W1
242345,Re1Rh1W2
242346,Re1Rh1W2
242347,Re1Rh2W1
242348,Re1Rh2W1
242349,Re2Rh1W1
242350,Re2Rh1W1
242351,Re1Rh1Y1
242352,Re1Rh1Y1
242353,Re1Rh1Y1
242354,Re1Rh1Y2
242355,Re1Rh1Y2
242356,Re1Rh2Y1
242357,Re1Rh2Y1
242358,Re2Rh1Y1
242359,Re2Rh1Y1
242360,Re1Rh1Zn1
242361,Re1Rh1Zn1
242362,Re1Rh1Zn1
242363,Re1Rh1Zn2
242364,Re1Rh1Zn2
242365,Re1Rh2Zn1
242366,Re1Rh2Zn1
242367,Re2Rh1Zn1
242368,Re2Rh1Zn1
242369,Re1Rh1Zr1
242370,Re1Rh1Zr1
242371,Re1Rh1Zr1
242372,Re1Rh1Zr2
242373,Re1Rh1Zr2
242374,Re1Rh2Zr1
242375,Re1Rh2Zr1
242376,Re2Rh1Zr1
242377,Re2Rh1Zr1
242378,Re3Ru1
242379,Re1Ru1Sb1
242380,Re1Ru1Sb1
242381,Re1Ru1Sb1
242382,Re1Ru1Sb2
242383,Re1Ru1Sb2
242384,Re1Ru2Sb1
242385,Re1Ru2Sb1
242386,Re2Ru1Sb1
242387,Re2Ru1Sb1
242388,Re1Ru1Sc1
242389,Re1Ru1Sc1
242390,Re1Ru1Sc1
242391,Re1Ru1Sc2
242392,Re1Ru1Sc2
242393,Re1Ru2Sc1
242394,Re1Ru2Sc1
242395,Re2Ru1Sc1
242396,Re2Ru1Sc1
242397,Re1Ru1Se1
242398,Re1Ru1Se1
242399,Re1Ru1Se1
242400,Re1Ru1Se2
242401,Re1Ru1Se2
242402,Re1Ru2Se1
242403,Re1Ru2Se1
242404,Re2Ru1Se1
242405,Re2Ru1Se1
242406,Re1Ru1Si1
242407,Re1Ru1Si1
242408,Re1Ru1Si1
242409,Re1Ru1Si2
242410,Re1Ru1Si2
242411,Re1Ru2Si1
242412,Re1Ru2Si1
242413,Re2Ru1Si1
242414,Re2Ru1Si1
242415,Re1Ru1Sn1
242416,Re1Ru1Sn1
242417,Re1Ru1Sn1
242418,Re1Ru1Sn2
242419,Re1Ru1Sn2
242420,Re1Ru2Sn1
242421,Re1Ru2Sn1
242422,Re2Ru1Sn1
242423,Re2Ru1Sn1
242424,Re1Ru1Sr1
242425,Re1Ru1Sr1
242426,Re1Ru1Sr1
242427,Re1Ru1Sr2
242428,Re1Ru1Sr2
242429,Re1Ru2Sr1
242430,Re1Ru2Sr1
242431,Re2Ru1Sr1
242432,Re2Ru1Sr1
242433,Re1Ru1Ta1
242434,Re1Ru1Ta1
242435,Re1Ru1Ta1
242436,Re1Ru1Ta2
242437,Re1Ru1Ta2
242438,Re1Ru2Ta1
242439,Re1Ru2Ta1
242440,Re2Ru1Ta1
242441,Re2Ru1Ta1
242442,Re1Ru1Tc1
242443,Re1Ru1Tc1
242444,Re1Ru1Tc1
242445,Re1Ru1Tc2
242446,Re1Ru1Tc2
242447,Re1Ru2Tc1
242448,Re1Ru2Tc1
242449,Re2Ru1Tc1
242450,Re2Ru1Tc1
242451,Re1Ru1Te1
242452,Re1Ru1Te1
242453,Re1Ru1Te1
242454,Re1Ru1Te2
242455,Re1Ru1Te2
242456,Re1Ru2Te1
242457,Re1Ru2Te1
242458,Re2Ru1Te1
242459,Re2Ru1Te1
242460,Re1Ru1Ti1
242461,Re1Ru1Ti1
242462,Re1Ru1Ti1
242463,Re1Ru1Ti2
242464,Re1Ru1Ti2
242465,Re1Ru2Ti1
242466,Re1Ru2Ti1
242467,Re2Ru1Ti1
242468,Re2Ru1Ti1
242469,Re1Ru1Tl1
242470,Re1Ru1Tl1
242471,Re1Ru1Tl1
242472,Re1Ru1Tl2
242473,Re1Ru1Tl2
242474,Re1Ru2Tl1
242475,Re1Ru2Tl1
242476,Re2Ru1Tl1
242477,Re2Ru1Tl1
242478,Re1Ru1V1
242479,Re1Ru1V1
242480,Re1Ru1V1
242481,Re1Ru1V2
242482,Re1Ru1V2
242483,Re1Ru2V1
242484,Re1Ru2V1
242485,Re2Ru1V1
242486,Re2Ru1V1
242487,Re1Ru1W1
242488,Re1Ru1W1
242489,Re1Ru1W1
242490,Re1Ru1W2
242491,Re1Ru1W2
242492,Re1Ru2W1
242493,Re1Ru2W1
242494,Re2Ru1W1
242495,Re2Ru1W1
242496,Re1Ru1Y1
242497,Re1Ru1Y1
242498,Re1Ru1Y1
242499,Re1Ru1Y2
242500,Re1Ru1Y2
242501,Re1Ru2Y1
242502,Re1Ru2Y1
242503,Re2Ru1Y1
242504,Re2Ru1Y1
242505,Re1Ru1Zn1
242506,Re1Ru1Zn1
242507,Re1Ru1Zn1
242508,Re1Ru1Zn2
242509,Re1Ru1Zn2
242510,Re1Ru2Zn1
242511,Re1Ru2Zn1
242512,Re2Ru1Zn1
242513,Re2Ru1Zn1
242514,Re1Ru1Zr1
242515,Re1Ru1Zr1
242516,Re1Ru1Zr1
242517,Re1Ru1Zr2
242518,Re1Ru1Zr2
242519,Re1Ru2Zr1
242520,Re1Ru2Zr1
242521,Re2Ru1Zr1
242522,Re2Ru1Zr1
242523,Re1Sb1Sc1
242524,Re1Sb1Sc1
242525,Re1Sb1Sc1
242526,Re1Sb1Sc2
242527,Re1Sb1Sc2
242528,Re1Sb2Sc1
242529,Re1Sb2Sc1
242530,Re2Sb1Sc1
242531,Re2Sb1Sc1
242532,Re1Sb1Se1
242533,Re1Sb1Se1
242534,Re1Sb1Se1
242535,Re1Sb1Se2
242536,Re1Sb1Se2
242537,Re1Sb2Se1
242538,Re1Sb2Se1
242539,Re2Sb1Se1
242540,Re2Sb1Se1
242541,Re1Sb1Si1
242542,Re1Sb1Si1
242543,Re1Sb1Si1
242544,Re1Sb1Si2
242545,Re1Sb1Si2
242546,Re1Sb2Si1
242547,Re1Sb2Si1
242548,Re2Sb1Si1
242549,Re2Sb1Si1
242550,Re1Sb1Sn1
242551,Re1Sb1Sn1
242552,Re1Sb1Sn1
242553,Re1Sb1Sn2
242554,Re1Sb1Sn2
242555,Re1Sb2Sn1
242556,Re1Sb2Sn1
242557,Re2Sb1Sn1
242558,Re2Sb1Sn1
242559,Re1Sb1Sr1
242560,Re1Sb1Sr1
242561,Re1Sb1Sr1
242562,Re1Sb1Sr2
242563,Re1Sb1Sr2
242564,Re1Sb2Sr1
242565,Re1Sb2Sr1
242566,Re2Sb1Sr1
242567,Re2Sb1Sr1
242568,Re1Sb1Ta1
242569,Re1Sb1Ta1
242570,Re1Sb1Ta1
242571,Re1Sb1Ta2
242572,Re1Sb1Ta2
242573,Re1Sb2Ta1
242574,Re1Sb2Ta1
242575,Re2Sb1Ta1
242576,Re2Sb1Ta1
242577,Re1Sb1Tc1
242578,Re1Sb1Tc1
242579,Re1Sb1Tc1
242580,Re1Sb1Tc2
242581,Re1Sb1Tc2
242582,Re1Sb2Tc1
242583,Re1Sb2Tc1
242584,Re2Sb1Tc1
242585,Re2Sb1Tc1
242586,Re1Sb1Te1
242587,Re1Sb1Te1
242588,Re1Sb1Te1
242589,Re1Sb1Te2
242590,Re1Sb1Te2
242591,Re1Sb2Te1
242592,Re1Sb2Te1
242593,Re2Sb1Te1
242594,Re2Sb1Te1
242595,Re1Sb1Ti1
242596,Re1Sb1Ti1
242597,Re1Sb1Ti1
242598,Re1Sb1Ti2
242599,Re1Sb1Ti2
242600,Re1Sb2Ti1
242601,Re1Sb2Ti1
242602,Re2Sb1Ti1
242603,Re2Sb1Ti1
242604,Re1Sb1Tl1
242605,Re1Sb1Tl1
242606,Re1Sb1Tl1
242607,Re1Sb1Tl2
242608,Re1Sb1Tl2
242609,Re1Sb2Tl1
242610,Re1Sb2Tl1
242611,Re2Sb1Tl1
242612,Re2Sb1Tl1
242613,Re1Sb1V1
242614,Re1Sb1V1
242615,Re1Sb1V1
242616,Re1Sb1V2
242617,Re1Sb1V2
242618,Re1Sb2V1
242619,Re1Sb2V1
242620,Re2Sb1V1
242621,Re2Sb1V1
242622,Re1Sb1W1
242623,Re1Sb1W1
242624,Re1Sb1W1
242625,Re1Sb1W2
242626,Re1Sb1W2
242627,Re1Sb2W1
242628,Re1Sb2W1
242629,Re2Sb1W1
242630,Re2Sb1W1
242631,Re1Sb1Y1
242632,Re1Sb1Y1
242633,Re1Sb1Y1
242634,Re1Sb1Y2
242635,Re1Sb1Y2
242636,Re1Sb2Y1
242637,Re1Sb2Y1
242638,Re2Sb1Y1
242639,Re2Sb1Y1
242640,Re1Sb1Zn1
242641,Re1Sb1Zn1
242642,Re1Sb1Zn1
242643,Re1Sb1Zn2
242644,Re1Sb1Zn2
242645,Re1Sb2Zn1
242646,Re1Sb2Zn1
242647,Re2Sb1Zn1
242648,Re2Sb1Zn1
242649,Re1Sb1Zr1
242650,Re1Sb1Zr1
242651,Re1Sb1Zr1
242652,Re1Sb1Zr2
242653,Re1Sb1Zr2
242654,Re1Sb2Zr1
242655,Re1Sb2Zr1
242656,Re2Sb1Zr1
242657,Re2Sb1Zr1
242658,Re1Sc1Se1
242659,Re1Sc1Se1
242660,Re1Sc1Se1
242661,Re1Sc1Se2
242662,Re1Sc1Se2
242663,Re1Sc2Se1
242664,Re1Sc2Se1
242665,Re2Sc1Se1
242666,Re2Sc1Se1
242667,Re12Sc8Si16
242668,Re16Sc10Si24
242669,Re16Sc10Si24
242670,Re16Sc8Si24
242671,Re16Sc8Si24
242672,Re1Sc1Si1
242673,Re1Sc1Si1
242674,Re1Sc1Si1
242675,Re1Sc1Si2
242676,Re1Sc1Si2
242677,Re1Sc2Si1
242678,Re1Sc2Si1
242679,Re2Sc1Si1
242680,Re2Sc1Si1
242681,Re8Sc12Si12
242682,Re8Sc12Si12
242683,Re1Sc1Sn1
242684,Re1Sc1Sn1
242685,Re1Sc1Sn1
242686,Re1Sc1Sn2
242687,Re1Sc1Sn2
242688,Re1Sc2Sn1
242689,Re1Sc2Sn1
242690,Re2Sc1Sn1
242691,Re2Sc1Sn1
242692,Re1Sc1Tc1
242693,Re1Sc1Tc1
242694,Re1Sc1Tc1
242695,Re1Sc1Tc2
242696,Re1Sc1Tc2
242697,Re1Sc2Tc1
242698,Re1Sc2Tc1
242699,Re2Sc1Tc1
242700,Re2Sc1Tc1
242701,Re1Sc1Te1
242702,Re1Sc1Te1
242703,Re1Sc1Te1
242704,Re1Sc1Te2
242705,Re1Sc1Te2
242706,Re1Sc2Te1
242707,Re1Sc2Te1
242708,Re2Sc1Te1
242709,Re2Sc1Te1
242710,Re1Sc1W1
242711,Re1Sc1W1
242712,Re1Sc1W1
242713,Re1Sc1W2
242714,Re1Sc1W2
242715,Re1Sc2W1
242716,Re1Sc2W1
242717,Re2Sc1W1
242718,Re2Sc1W1
242719,Re1Sc1Zn1
242720,Re1Sc1Zn1
242721,Re1Sc1Zn1
242722,Re1Sc1Zn2
242723,Re1Sc1Zn2
242724,Re1Sc2Zn1
242725,Re1Sc2Zn1
242726,Re2Sc1Zn1
242727,Re2Sc1Zn1
242728,Re4Se8
242729,Re4Se8
242730,Re1Se1Si1
242731,Re1Se1Si1
242732,Re1Se1Si1
242733,Re1Se1Si2
242734,Re1Se1Si2
242735,Re1Se2Si1
242736,Re1Se2Si1
242737,Re2Se1Si1
242738,Re2Se1Si1
242739,Re1Se1Sn1
242740,Re1Se1Sn1
242741,Re1Se1Sn1
242742,Re1Se1Sn2
242743,Re1Se1Sn2
242744,Re1Se2Sn1
242745,Re1Se2Sn1
242746,Re2Se1Sn1
242747,Re2Se1Sn1
242748,Re1Se1Sr1
242749,Re1Se1Sr1
242750,Re1Se1Sr1
242751,Re1Se1Sr2
242752,Re1Se1Sr2
242753,Re1Se2Sr1
242754,Re1Se2Sr1
242755,Re2Se1Sr1
242756,Re2Se1Sr1
242757,Re1Se1Ta1
242758,Re1Se1Ta1
242759,Re1Se1Ta1
242760,Re1Se1Ta2
242761,Re1Se1Ta2
242762,Re1Se2Ta1
242763,Re1Se2Ta1
242764,Re2Se1Ta1
242765,Re2Se1Ta1
242766,Re1Se1Tc1
242767,Re1Se1Tc1
242768,Re1Se1Tc1
242769,Re1Se1Tc2
242770,Re1Se1Tc2
242771,Re1Se2Tc1
242772,Re1Se2Tc1
242773,Re2Se1Tc1
242774,Re2Se1Tc1
242775,Re1Se1Te1
242776,Re1Se1Te1
242777,Re1Se1Te1
242778,Re1Se1Te2
242779,Re1Se1Te2
242780,Re1Se2Te1
242781,Re1Se2Te1
242782,Re24Se32Te28
242783,Re2Se1Te1
242784,Re2Se1Te1
242785,Re1Se1Ti1
242786,Re1Se1Ti1
242787,Re1Se1Ti1
242788,Re1Se1Ti2
242789,Re1Se1Ti2
242790,Re1Se2Ti1
242791,Re1Se2Ti1
242792,Re2Se1Ti1
242793,Re2Se1Ti1
242794,Re12Se24Tl8
242795,Re12Se24Tl8
242796,Re1Se1Tl1
242797,Re1Se1Tl1
242798,Re1Se1Tl1
242799,Re1Se1Tl2
242800,Re1Se1Tl2
242801,Re1Se2Tl1
242802,Re1Se2Tl1
242803,Re2Se1Tl1
242804,Re2Se1Tl1
242805,Re1Se1V1
242806,Re1Se1V1
242807,Re1Se1V1
242808,Re1Se1V2
242809,Re1Se1V2
242810,Re1Se2V1
242811,Re1Se2V1
242812,Re2Se1V1
242813,Re2Se1V1
242814,Re1Se1W1
242815,Re1Se1W1
242816,Re1Se1W1
242817,Re1Se1W2
242818,Re1Se1W2
242819,Re1Se2W1
242820,Re1Se2W1
242821,Re2Se1W1
242822,Re2Se1W1
242823,Re1Se1Y1
242824,Re1Se1Y1
242825,Re1Se1Y1
242826,Re1Se1Y2
242827,Re1Se1Y2
242828,Re1Se2Y1
242829,Re1Se2Y1
242830,Re2Se1Y1
242831,Re2Se1Y1
242832,Re1Se1Zn1
242833,Re1Se1Zn1
242834,Re1Se1Zn1
242835,Re1Se1Zn2
242836,Re1Se1Zn2
242837,Re1Se2Zn1
242838,Re1Se2Zn1
242839,Re2Se1Zn1
242840,Re2Se1Zn1
242841,Re1Se1Zr1
242842,Re1Se1Zr1
242843,Re1Se1Zr1
242844,Re1Se1Zr2
242845,Re1Se1Zr2
242846,Re1Se2Zr1
242847,Re1Se2Zr1
242848,Re2Se1Zr1
242849,Re2Se1Zr1
242850,Re10Si6
242851,Re16Si8
242852,Re1Si2
242853,Re1Si2
242854,Re1Si2
242855,Re1Si2
242856,Re1Si2
242857,Re1Si2
242858,Re4Si4
242859,Re4Si4
242860,Re8Si14
242861,Re8Si14
242862,Re8Si14
242863,Re12Si20Sm8
242864,Re1Si1Sn1
242865,Re1Si1Sn1
242866,Re1Si1Sn1
242867,Re1Si1Sn2
242868,Re1Si1Sn2
242869,Re1Si2Sn1
242870,Re1Si2Sn1
242871,Re2Si1Sn1
242872,Re2Si1Sn1
242873,Re1Si1Sr1
242874,Re1Si1Sr1
242875,Re1Si1Sr1
242876,Re1Si1Sr2
242877,Re1Si1Sr2
242878,Re1Si2Sr1
242879,Re1Si2Sr1
242880,Re2Si1Sr1
242881,Re2Si1Sr1
242882,Re1Si1Ta1
242883,Re1Si1Ta1
242884,Re1Si1Ta1
242885,Re1Si1Ta2
242886,Re1Si1Ta2
242887,Re1Si2Ta1
242888,Re1Si2Ta1
242889,Re2Si1Ta1
242890,Re2Si1Ta1
242891,Re3Si3Ta3
242892,Re6Si6Ta6
242893,Re12Si20Tb8
242894,Re1Si1Tc1
242895,Re1Si1Tc1
242896,Re1Si1Tc1
242897,Re1Si1Tc2
242898,Re1Si1Tc2
242899,Re1Si2Tc1
242900,Re1Si2Tc1
242901,Re2Si1Tc1
242902,Re2Si1Tc1
242903,Re1Si1Te1
242904,Re1Si1Te1
242905,Re1Si1Te1
242906,Re1Si1Te2
242907,Re1Si1Te2
242908,Re1Si2Te1
242909,Re1Si2Te1
242910,Re2Si1Te1
242911,Re2Si1Te1
242912,Re16Si8Th4
242913,Re1Si1Ti1
242914,Re1Si1Ti1
242915,Re1Si1Ti1
242916,Re1Si1Ti2
242917,Re1Si1Ti2
242918,Re1Si2Ti1
242919,Re1Si2Ti1
242920,Re2Si1Ti1
242921,Re2Si1Ti1
242922,Re3Si3Ti3
242923,Re1Si1Tl1
242924,Re1Si1Tl1
242925,Re1Si1Tl1
242926,Re1Si1Tl2
242927,Re1Si1Tl2
242928,Re1Si2Tl1
242929,Re1Si2Tl1
242930,Re2Si1Tl1
242931,Re2Si1Tl1
242932,Re12Si20U8
242933,Re7Si6U4
242934,Re1Si1V1
242935,Re1Si1V1
242936,Re1Si1V1
242937,Re1Si1V2
242938,Re1Si1V2
242939,Re1Si2V1
242940,Re1Si2V1
242941,Re2Si1V1
242942,Re2Si1V1
242943,Re1Si1W1
242944,Re1Si1W1
242945,Re1Si1W1
242946,Re1Si1W2
242947,Re1Si1W2
242948,Re1Si2W1
242949,Re1Si2W1
242950,Re2Si1W1
242951,Re2Si1W1
242952,Re12Si20Y8
242953,Re1Si1Y1
242954,Re1Si1Y1
242955,Re1Si1Y1
242956,Re1Si1Y2
242957,Re1Si1Y2
242958,Re1Si2Y1
242959,Re1Si2Y1
242960,Re2Si1Y1
242961,Re2Si1Y1
242962,Re8Si4Y2
242963,Re1Si1Zn1
242964,Re1Si1Zn1
242965,Re1Si1Zn1
242966,Re1Si1Zn2
242967,Re1Si1Zn2
242968,Re1Si2Zn1
242969,Re1Si2Zn1
242970,Re2Si1Zn1
242971,Re2Si1Zn1
242972,Re12Si24Zr12
242973,Re1Si1Zr1
